player_name,pred_base,boost,override,override_adj,dg_pred,dg_adj,sheet_boost,max,max_50,lt_form,int_form,sg_6m,sma_6m,skill,sg_adj,putting,driving,majors,links,age,dsle_,c_adj,exp,c_hist,pred,decomp_residual,std_dev,sample
"dou, zecheng",-0.18,0.0,,0.0,,0.0,0.0,0.01,,-0.01,-0.0,,-0.0,-0.01,-0.04,-0.0,-0.07,0.0,0.0,0.03,-0.02,-0.03,-0.04,0.0,-0.18,0.0,2.69,43.0
"dumont de chassart, adrien",-0.03,0.0,,0.0,,0.0,0.0,0.01,,-0.02,0.04,,0.02,0.08,-0.06,-0.01,-0.06,0.0,0.0,0.05,-0.02,-0.03,-0.04,0.0,-0.03,0.0,2.34,41.0
"dunlap, nick",-0.76,0.0,,0.0,,0.0,0.0,0.02,,0.02,-0.2,,-0.06,-0.41,-0.04,0.0,-0.12,-0.0,0.0,0.07,0.01,0.01,-0.02,-0.03,-0.76,0.0,2.8,27.0
"eckroat, austin",0.12,0.0,,0.0,,0.0,0.0,0.02,,-0.0,0.04,,0.02,0.12,-0.05,-0.01,-0.03,-0.0,-0.0,0.05,0.01,-0.0,-0.04,0.0,0.12,0.0,2.4,42.0
"ewart, a.j.",0.24,0.0,,0.0,,0.0,0.0,0.02,,-0.02,0.01,,0.02,0.09,0.14,-0.02,-0.04,0.0,0.0,0.05,0.01,0.0,-0.02,0.0,0.24,0.0,2.52,45.0
"finau, tony",0.28,0.0,,0.0,0.57,0.14,0.0,0.05,,-0.01,0.01,,0.02,0.12,0.09,0.01,0.0,0.0,0.0,-0.04,0.09,-0.02,-0.04,0.0,0.43,0.0,2.92,54.0
"fishburn, patrick",-0.17,0.0,,0.0,,0.0,0.0,0.02,,0.02,-0.05,,-0.05,-0.1,-0.01,0.01,0.02,-0.0,0.0,-0.01,0.01,-0.02,-0.01,0.02,-0.17,0.0,2.35,32.0
"fisk, steven",0.34,0.0,,0.0,,0.0,0.0,0.01,,-0.01,0.02,,0.01,0.05,0.23,-0.02,0.03,-0.0,0.0,0.03,0.01,-0.01,-0.01,0.01,0.34,0.0,2.3,48.0
"fitzpatrick, alex",0.8,0.0,,0.0,0.78,-0.0,0.0,,0.01,-0.01,,0.01,-0.02,0.34,0.2,0.0,0.12,0.0,0.0,0.05,0.1,0.04,-0.04,0.0,0.79,0.0,2.87,47.0
"fitzpatrick, matt",1.47,0.0,,0.0,2.04,0.0,0.0,,0.34,-0.03,,0.17,-0.05,0.84,0.09,0.01,0.03,0.0,0.0,0.01,0.1,0.01,-0.04,0.0,1.47,0.0,2.54,49.0
"fleetwood, tommy",1.82,0.0,,0.0,1.72,0.0,0.0,,0.4,-0.03,,0.18,-0.04,0.94,0.23,-0.01,0.1,0.0,0.0,-0.04,0.1,0.03,-0.04,0.0,1.82,0.0,2.89,51.0
"fox, ryan",0.58,0.0,,0.0,0.37,-0.05,0.0,0.02,,-0.02,0.08,,0.03,0.22,0.13,0.0,0.06,0.0,0.0,-0.08,0.09,-0.04,-0.01,0.09,0.52,0.0,2.34,49.0
"garnett, brice",-0.71,0.0,,0.0,,0.0,0.0,0.01,,0.02,-0.15,,-0.05,-0.36,-0.03,0.0,-0.05,0.0,0.0,-0.13,0.01,0.06,-0.02,-0.01,-0.71,0.0,2.9,36.0
"ghim, doug",0.41,0.0,,0.0,,0.0,0.0,0.02,,-0.02,0.06,,0.02,0.18,0.09,0.02,0.09,-0.0,0.0,0.03,0.01,-0.0,-0.02,-0.05,0.41,0.0,2.31,40.0
"glover, lucas",-0.11,0.0,,0.0,-0.03,0.04,0.0,0.03,,0.01,0.02,,-0.03,0.01,-0.11,0.01,0.01,0.0,-0.0,-0.2,0.09,0.08,-0.04,0.0,-0.07,0.0,2.54,40.0
"greyserman, max",0.25,0.0,,0.0,,0.0,0.0,0.03,,-0.01,0.04,,0.0,0.23,0.01,0.01,0.02,0.0,0.0,0.02,-0.02,-0.04,-0.04,0.0,0.25,0.0,3.06,45.0
"griffin, lanto",-0.1,0.0,,0.0,,0.0,0.0,0.03,,0.0,-0.04,,-0.01,-0.11,0.04,-0.0,-0.02,-0.0,0.0,-0.06,0.01,0.03,-0.01,0.06,-0.1,0.0,2.35,28.0
"grillo, emiliano",-0.02,0.0,,0.0,,0.0,0.0,0.03,,0.01,-0.05,,-0.04,-0.11,-0.0,0.02,0.05,-0.0,0.0,-0.01,0.01,0.06,-0.01,0.04,-0.02,0.0,3.02,44.0
"hadwin, adam",-0.31,0.0,,0.0,,0.0,0.0,0.03,,0.01,-0.11,,-0.04,-0.26,0.02,0.01,-0.01,-0.0,-0.0,-0.07,0.09,0.01,-0.01,0.04,-0.31,0.0,2.55,39.0
"hall, harry",0.87,0.0,,0.0,0.84,-0.01,0.0,,0.23,-0.01,,0.1,-0.02,0.46,0.03,-0.0,-0.04,-0.0,0.0,0.04,0.1,-0.0,-0.02,0.01,0.86,0.0,2.42,49.0
"harrington, padraig",-1.27,0.0,,0.0,,0.0,0.0,0.01,,0.03,-0.19,,-0.06,-0.46,0.07,-0.0,-0.09,0.0,0.0,-0.38,-0.16,-0.01,-0.04,0.0,-1.27,0.0,2.7,17.0
"higgo, garrick",-0.07,0.0,,0.0,,0.0,0.0,0.02,,0.01,-0.06,,-0.05,-0.07,0.09,-0.0,-0.01,-0.0,-0.0,0.05,0.01,-0.02,-0.04,0.0,-0.07,0.0,2.72,43.0
"highsmith, joe",-1.07,0.0,,0.0,,0.0,0.0,0.02,,0.04,-0.15,,-0.08,-0.47,-0.36,0.0,-0.08,0.0,0.0,0.06,-0.02,-0.0,-0.04,0.0,-1.07,0.0,2.88,48.0
"hirata, kensei",-0.51,0.0,,0.0,,0.0,0.0,-0.0,,0.03,-0.15,,-0.04,-0.3,-0.1,0.0,-0.01,0.0,0.0,0.06,-0.02,0.05,-0.04,0.0,-0.51,0.0,2.51,38.0
"hodges, lee",0.11,0.0,,0.0,,0.0,0.0,0.02,,-0.0,0.01,,0.0,-0.01,-0.04,0.01,0.02,-0.0,-0.0,0.02,0.01,0.03,-0.01,0.07,0.11,0.0,2.64,38.0
"hoey, rico",0.41,0.0,,0.0,,0.0,0.0,0.02,,0.0,0.04,,-0.01,0.1,0.18,-0.0,0.07,-0.0,0.0,0.02,0.01,-0.01,-0.01,0.02,0.41,0.0,2.58,54.0
"hoffman, charley",-1.16,0.0,,0.0,,0.0,0.0,0.03,,0.03,-0.17,,-0.11,-0.41,-0.19,0.01,-0.01,0.0,-0.0,-0.26,-0.02,-0.01,-0.01,-0.04,-1.16,0.0,2.3,24.0
"hoge, tom",-0.35,0.0,,0.0,-0.13,0.11,0.0,0.03,,0.02,-0.07,,-0.02,-0.12,-0.17,0.01,-0.06,0.0,-0.0,-0.05,0.09,0.04,-0.04,0.0,-0.24,0.0,2.94,59.0
"hojgaard, nicolai",1.01,0.0,,0.0,1.1,0.0,0.0,,0.19,-0.03,,0.09,-0.03,0.62,0.05,0.01,0.09,0.0,0.0,0.07,0.07,-0.09,-0.03,-0.01,1.01,0.0,2.71,57.0
"homa, max",0.14,0.0,,0.0,,0.0,0.0,0.05,,-0.01,0.05,,0.01,0.06,0.05,-0.02,0.02,-0.0,0.0,-0.03,0.01,-0.02,-0.02,-0.01,0.14,0.0,2.69,49.0
"horschel, billy",-0.31,0.0,,0.0,-0.03,0.14,0.0,0.04,,0.01,-0.05,,-0.03,-0.15,-0.08,0.01,0.0,0.0,-0.0,-0.08,0.06,0.0,-0.04,0.0,-0.17,0.0,2.68,53.0
"hossler, beau",0.13,0.0,,0.0,,0.0,0.0,0.02,,0.0,0.02,,0.01,0.11,-0.01,-0.02,-0.0,0.0,0.0,0.02,-0.02,-0.0,-0.01,-0.0,0.13,0.0,2.55,34.0
"hovland, viktor",1.0,0.0,,0.0,,0.0,0.0,,0.42,-0.02,,0.13,-0.02,0.57,0.04,0.0,0.06,0.0,-0.0,0.04,-0.2,0.03,-0.04,0.0,1.0,0.0,2.75,45.0
"hubbard, mark",-0.07,0.0,,0.0,0.05,0.06,0.0,0.02,,0.01,-0.03,,-0.03,-0.01,-0.05,0.02,-0.01,-0.0,0.0,-0.05,0.06,0.02,-0.01,-0.01,-0.01,0.0,2.75,46.0
"hughes, mackenzie",0.02,0.0,,0.0,,0.0,0.0,0.02,,-0.0,0.0,,0.0,0.01,0.12,-0.01,-0.07,-0.0,0.0,-0.03,0.01,-0.02,-0.01,0.02,0.02,0.0,2.63,42.0
"jaeger, stephan",0.07,0.0,,0.0,,0.0,0.0,0.02,,-0.02,0.06,,0.03,0.16,-0.03,-0.0,0.01,-0.0,-0.0,-0.05,-0.03,-0.05,-0.04,0.0,0.07,0.0,3.19,45.0
"james, ben",0.25,0.0,,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,,-0.26,-0.0,-0.04,0.0,0.25,0.0,2.7,0.0
"kanaya, takumi",-0.23,0.0,,0.0,,0.0,0.0,0.01,,0.01,-0.04,,-0.03,-0.14,-0.07,-0.0,-0.03,-0.0,-0.0,0.04,0.01,0.05,-0.02,-0.01,-0.23,0.0,2.78,46.0
"kang, jeffrey",-0.8,0.0,,0.0,,0.0,0.0,-0.01,,0.02,-0.19,,-0.08,-0.4,-0.04,0.01,-0.04,0.0,0.0,-0.02,0.01,-0.01,-0.04,0.0,-0.8,0.0,2.56,34.0
"keefer, johnny",0.17,0.0,,0.0,,0.0,0.0,0.02,,-0.0,-0.01,,-0.0,0.05,0.1,0.0,0.05,-0.0,0.0,0.06,0.01,-0.04,-0.02,-0.05,0.17,0.0,2.73,51.0
