player_name,pred_base,boost,override,override_adj,dg_pred,dg_adj,sheet_boost,max,max_50,lt_form,int_form,sg_6m,sma_6m,skill,sg_adj,putting,driving,majors,links,skill_v2_delta,age,dsle_,c_adj,exp,c_hist,pred,std_dev,sample
"cole, eric",0.24,0.0,,0.0,0.66,0.21,0.0,-0.03,,0.0,0.12,,0.01,0.23,0.02,-0.01,-0.02,0.0,-0.0,0.0,-0.1,0.02,0.02,-0.02,0.0,0.45,3.2,59.0
"conners, corey",0.72,0.0,,0.0,0.83,0.03,0.0,,0.21,-0.04,,0.17,-0.03,0.4,0.07,-0.01,0.06,0.0,0.0,0.0,-0.04,-0.04,0.02,-0.05,0.0,0.74,2.3,59.0
"coody, pierceson",-0.04,0.0,,0.0,0.28,0.16,0.0,-0.03,,0.0,0.09,,0.0,0.03,-0.03,0.01,-0.02,0.0,-0.0,0.0,0.01,-0.06,-0.02,-0.02,0.0,0.12,2.78,53.0
"crowe, trace",-0.51,0.0,,0.0,-0.34,0.08,0.0,-0.0,,-0.0,-0.13,,-0.01,-0.25,-0.05,0.01,0.04,0.0,0.0,0.0,-0.01,-0.07,-0.01,-0.02,0.0,-0.42,2.3,39.0
"dahmen, joel",-0.17,0.0,,0.0,-0.27,-0.05,0.0,-0.02,,-0.0,-0.02,,-0.01,-0.0,0.04,0.02,0.01,-0.0,-0.0,0.0,-0.11,-0.07,0.02,-0.02,0.0,-0.22,2.3,43.0
"davis, cameron",-1.6,0.0,,0.0,-1.34,0.13,0.0,-0.02,,-0.0,-0.36,,-0.04,-0.53,-0.43,0.0,-0.08,-0.0,0.0,0.0,-0.03,-0.07,-0.03,-0.02,0.0,-1.47,3.19,23.0
"deneen, morgan",-3.07,0.0,,0.0,-4.4,-1.32,0.0,,,,,,,,,,,0.0,0.0,-3.07,,0.0,0.0,0.0,0.0,-4.4,2.3,0.0
"dou, zecheng",-0.05,0.0,,0.0,0.1,0.07,0.0,-0.01,,0.0,0.02,,0.0,0.07,-0.08,-0.0,0.05,0.0,0.0,0.0,-0.01,-0.07,0.01,-0.02,0.0,0.03,2.32,37.0
"dumont de chassart, adrien",-0.29,0.0,,0.0,-0.19,0.05,0.0,-0.02,,0.0,0.01,,0.0,0.01,-0.1,-0.01,-0.08,0.0,0.0,0.0,0.01,-0.07,-0.01,-0.02,0.0,-0.24,2.3,41.0
"duncan, austin",-1.66,0.0,,0.0,-1.86,-0.1,0.0,0.03,,-0.0,-0.49,,-0.03,-0.89,-0.22,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.02,0.0,-1.76,2.45,29.0
"duncan, tyler",-0.34,0.0,,0.0,-0.67,-0.16,0.0,-0.01,,-0.0,-0.14,,-0.01,-0.25,-0.17,0.04,0.02,-0.0,0.0,0.0,-0.09,0.26,0.01,-0.02,0.0,-0.5,2.95,55.0
"dunlap, nick",-1.31,0.0,,0.0,-1.08,0.12,0.0,-0.01,,-0.0,-0.22,,-0.02,-0.42,-0.47,0.01,-0.1,-0.0,0.0,0.0,0.03,-0.07,-0.02,-0.02,0.0,-1.2,3.18,37.0
"echavarria, nicolas",0.26,0.0,,0.0,0.16,-0.05,0.0,-0.01,,0.0,0.11,,0.0,0.24,0.01,-0.03,-0.03,-0.0,0.0,0.0,-0.03,0.02,0.0,-0.02,0.0,0.21,3.0,57.0
"eckroat, austin",-0.15,0.0,,0.0,0.01,0.08,0.0,-0.02,,0.0,-0.01,,0.0,0.0,0.03,-0.02,-0.03,-0.0,-0.0,0.0,0.0,-0.07,-0.01,-0.02,0.0,-0.07,2.95,49.0
"ewart, a.j.",-0.13,0.0,,0.0,-0.32,-0.1,0.0,-0.01,,0.0,0.06,,0.0,0.06,-0.08,-0.01,-0.06,0.0,0.0,0.0,0.01,-0.07,-0.01,-0.02,0.0,-0.23,2.36,45.0
"finau, tony",-0.29,0.0,,0.0,0.11,0.2,0.0,-0.04,,-0.0,0.03,,0.0,-0.03,-0.1,0.03,0.0,-0.0,0.0,0.0,-0.08,-0.07,-0.01,-0.02,0.0,-0.09,2.75,53.0
"fishburn, patrick",-0.08,0.0,,0.0,-0.04,0.02,0.0,-0.02,,-0.0,-0.02,,-0.0,0.02,0.03,0.01,0.04,-0.0,0.0,0.0,-0.05,-0.07,0.0,-0.02,0.0,-0.06,2.67,47.0
"fisk, steven",-0.24,0.0,,0.0,-0.06,0.09,0.0,-0.01,,-0.0,0.05,,-0.0,0.02,-0.24,0.01,0.04,-0.0,0.0,0.0,-0.01,-0.07,-0.0,-0.02,0.0,-0.15,2.72,45.0
"ford, david",-0.2,0.0,,0.0,-0.21,-0.01,0.0,-0.0,,0.0,0.0,,0.0,-0.05,-0.07,-0.0,0.03,0.0,0.0,0.0,-0.01,-0.07,0.0,-0.02,0.0,-0.21,2.7,11.0
"garnett, brice",-0.85,0.0,,0.0,-0.77,0.04,0.0,-0.01,,-0.0,-0.13,,-0.01,-0.32,-0.13,-0.0,0.01,0.0,0.0,0.0,-0.16,-0.07,0.01,-0.02,0.0,-0.81,2.91,35.0
